PlayerID,Season,Year,Name,Nickname,Team,PrimaryPosition,SecondaryPosition,Bats,Throws,Age,Height,Weight,OVR,Potential,ContactL,ContactR,PowerL,PowerR,Vision,Discipline,PlateVision,PlatePatience,Bunting,DragBunting,Durability,ClutchHitting,Speed,Stealing,BRAggression,Fielding,Reaction,ArmStrength,ArmAccuracy,Composure,PullPct,CenterPct,OppoPct,GBPct,LDPct,FBPct,SwingPct,HotZone,ColdZone,BattingStance,Quirks,Flaw,NotableTrait,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR,W,L,ERA,WHIP,P_GP,GS,IP,H_Allowed,ER,K_Pitched,BB_Allowed,HR_Allowed,SV,HLD,BS,CG,SHO,PO,A,E,FPCT,DP,Awards,MLBRecord,SeasonNote,TeamWL,TeamRecord,Pitch1Type,Pitch1MPH,Pitch1Velo,Pitch1Ctrl,Pitch1Break,Pitch2Type,Pitch2MPH,Pitch2Velo,Pitch2Ctrl,Pitch2Break,Pitch3Type,Pitch3MPH,Pitch3Velo,Pitch3Ctrl,Pitch3Break,Pitch4Type,Pitch4MPH,Pitch4Velo,Pitch4Ctrl,Pitch4Break,TeamRecordBroken
P002,15,2040,Shea Harrison,,Red Sox,1B,3B/DH,L,R,36,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,156,612,583,63,124,15,0.0,29,79,29,161,0,0,0.213,0.251,0.389,0.64,-0.6,0,0,0.0,0.0,0,124,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,,,Cooled off to 33 HR — defense at 1B held up.,84-78,Missed playoffs; began transition phase,,,,,,,,,,,,,,,,,,,,,
P002,16,2041,Shea Harrison,,Red Sox,1B,3B/DH,L,R,37,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,154,595,569,55,117,15,0.0,27,73,27,161,0,0,0.206,0.241,0.371,0.613,-1.1,0,0,0.0,0.0,0,101,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Slid into a 1B/DH split — still 30+ HR.,79-83,First losing season since 2026,,,,,,,,,,,,,,,,,,,,,
P002,17,2042,Shea Harrison,,Red Sox,1B,3B/DH,L,R,38,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,150,553,527,47,106,12,0.0,22,65,26,164,0,0,0.201,0.238,0.351,0.589,-1.8,0,0,0.0,0.0,0,101,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,Hit his 500th career HR — fifth-ever DH to do it.,76-86,Rebuild — final season for several core veterans,,,,,,,,,,,,,,,,,,,,,
P002,18,2043,Shea Harrison,,Red Sox,1B,3B/DH,L,R,39,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,152,475,450,36,85,12,0.0,16,49,24,168,0,0,0.189,0.231,0.318,0.548,-1.8,0,0,0.0,0.0,0,69,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Retired;Final Season;Hall of Fame,,Fourth ring; retired with 595 career HR — Hall of Famer.,72-90,Farewell year for the championship core — all 11 originals retired together,,,,,,,,,,,,,,,,,,,,,Franchise First Player to 500 Career HR
P003,1,2026,Jaedan,The Otaku,Red Sox,RF,,R,R,21,6'2,155,70,80,68,72,70,75,65,60,68,55,40,38,60,35,50,45,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,87,364,341,45,94,12,0.0,21,52,21,46,15,8,0.276,0.32,0.496,0.816,1.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,196,9,4.0,0.981,9.0,,,Half-season starter — 21 HR and 1.0 WAR in 87 games.,75-87,Rebuilding year — finished 4th in AL East,,,,,,,,,,,,,,,,,,,,,
P003,2,2027,Jaedan,The Otaku,Red Sox,RF,,R,R,21,6'2,155,80,80,64,70,64,74,72,57,72,55,38,37,59,37,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,86,338,341,39,75,15,4.0,9,28,24,63,11,2,0.249,0.301,0.403,0.704,-0.2,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,168,11,4.0,0.978,7.0,,,"Sophomore slump: power vanished, dropped to just 9 HR.",84-78,First winning season since 2023; missed Wild Card,,,,,,,,,,,,,,,,,,,,,
P003,3,2028,Jaedan,The Otaku,Red Sox,RF,,R,R,21,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,126,496,460,67,129,27,2.0,29,79,31,76,10,5,0.28,0.333,0.537,0.87,3.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,280,9,4.0,0.986,14.0,,,Bounce-back career year: 29 HR and .870 OPS.,92-70,AL East Division Title; lost in ALDS,,,,,,,,,,,,,,,,,,,,,
P003,4,2029,Jaedan,The Otaku,Red Sox,RF,,R,R,21,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,79,330,298,24,70,15,1.0,6,19,30,43,10,2,0.235,0.309,0.352,0.661,0.8,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,160,8,1.0,0.994,9.0,World Series,,"First ring; rotated through the lineup, slugged .352 in 79 G.",98-64,AL Pennant; WORLD SERIES CHAMPIONS (1st),,,,,,,,,,,,,,,,,,,,,
P003,5,2030,Jaedan,The Otaku,Red Sox,RF,,R,R,25,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,145,581,544,75,142,28,1.3,28,80,38,88,14,5,0.262,0.31,0.476,0.786,2.1,0,0,0.0,0.0,0,133,0.0,0,0,0,0,0,0,0,0,0,0,272,13,4.0,0.987,3.0,,,First ring; cannon arm in RF — 18 outfield assists.,95-67,AL East Title; lost in ALCS,,,,,,,,,,,,,,,,,,,,,
P003,6,2031,Jaedan,The Otaku,Red Sox,RF,,R,R,26,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,138,558,521,65,126,24,2.9,20,59,36,102,12,4,0.241,0.29,0.411,0.701,0.7,0,0,0.0,0.0,0,133,0.0,0,0,0,0,0,0,0,0,0,0,250,12,6.0,0.979,1.0,,,Bat flips for days — 28 HR with the loudest arm in baseball.,96-66,AL East Title; lost in ALDS,,,,,,,,,,,,,,,,,,,,,
P003,7,2032,Jaedan,The Otaku,Red Sox,RF,,R,R,27,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,138,548,512,73,137,28,2.3,28,83,37,76,15,5,0.267,0.317,0.492,0.809,2.8,0,0,0.0,0.0,0,133,0.0,0,0,0,0,0,0,0,0,0,0,247,12,2.0,0.991,2.0,World Series,,RF defensive highlights all year; second ring.,102-60,AL Pennant; WORLD SERIES CHAMPIONS (2nd); 100-win season,,,,,,,,,,,,,,,,,,,,,
P003,8,2033,Jaedan,The Otaku,Red Sox,RF,,R,R,28,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,147,590,553,80,146,28,2.3,30,85,38,82,14,5,0.264,0.311,0.489,0.8,2.9,0,0,0.0,0.0,0,133,0.0,0,0,0,0,0,0,0,0,0,0,256,14,3.0,0.987,2.0,,,30-HR season; team's most versatile defender.,104-58,Set franchise record for runs scored (912),,,,,,,,,,,,,,,,,,,,,
P003,9,2034,Jaedan,The Otaku,Red Sox,RF,,R,R,29,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,138,550,517,70,127,24,1.1,26,72,32,87,11,4,0.244,0.289,0.443,0.733,2.1,0,0,0.0,0.0,0,133,0.0,0,0,0,0,0,0,0,0,0,0,240,11,5.0,0.982,2.0,,,Played all three OF spots plus 3B emergency duty.,108-54,Franchise record 108 wins; lost in ALCS,,,,,,,,,,,,,,,,,,,,,
P003,10,2035,Jaedan,The Otaku,Red Sox,RF,,R,R,30,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,146,572,538,64,120,21,1.5,21,64,34,105,11,5,0.223,0.269,0.389,0.657,0.6,0,0,0.0,0.0,0,133,0.0,0,0,0,0,0,0,0,0,0,0,258,12,8.0,0.972,2.0,World Series,,Third ring; jack-of-all-trades — 25 HR everywhere on the field.,111-51,AL Pennant; WORLD SERIES CHAMPIONS (3rd); franchise record 111 wins,,,,,,,,,,,,,,,,,,,,,
P003,11,2036,Jaedan,The Otaku,Red Sox,RF,,R,R,31,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,146,564,531,59,120,20,1.6,20,63,33,120,10,3,0.225,0.271,0.381,0.652,-0.3,0,0,0.0,0.0,0,132,0.0,0,0,0,0,0,0,0,0,0,0,252,12,10.0,0.964,2.0,,,Quietly solid; team's emergency closer fill-in for 4 games.,99-63,"Set franchise pitching strikeout record (1,654); lost in ALCS",,,,,,,,,,,,,,,,,,,,,
P003,12,2037,Jaedan,The Otaku,Red Sox,RF,,R,R,32,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,143,539,508,50,107,19,0.0,16,50,33,129,7,5,0.209,0.256,0.341,0.597,-1.8,0,0,0.0,0.0,0,133,0.0,0,0,0,0,0,0,0,0,0,0,243,12,12.0,0.957,2.0,,,Started games at six different positions — incredible utility.,95-67,AL East Title; lost in ALDS,,,,,,,,,,,,,,,,,,,,,
P003,13,2038,Jaedan,The Otaku,Red Sox,RF,,R,R,33,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,138,407,383,43,81,15,2.1,12,43,26,110,4,2,0.211,0.26,0.361,0.622,-1.3,0,0,0.0,0.0,0,132,0.0,0,0,0,0,0,0,0,0,0,0,202,9,9.0,0.961,2.0,World Series,,Bat woke up — 32 HR and .265 AVG.,101-61,AL Pennant; WORLD SERIES CHAMPIONS (4th); end of dynasty core era,,,,,,,,,,,,,,,,,,,,,
P003,14,2039,Jaedan,The Otaku,Red Sox,RF,,R,R,34,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,149,414,387,42,77,14,0.0,12,42,27,125,3,3,0.2,0.252,0.331,0.583,-1.7,0,0,0.0,0.0,0,64,0.0,0,0,0,0,0,0,0,0,0,0,202,9,12.0,0.947,0.0,,,Fourth ring; emergency catcher cameo plus 28 HR.,88-74,Missed playoffs for first time since 2027,,,,,,,,,,,,,,,,,,,,,
P003,15,2040,Jaedan,The Otaku,Red Sox,RF,,R,R,35,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,138,308,290,30,50,10,0.0,8,30,18,102,4,0,0.175,0.224,0.287,0.511,-1.4,0,0,0.0,0.0,0,65,0.0,0,0,0,0,0,0,0,0,0,0,138,8,10.0,0.93,0.0,,,Hit 25 HR; the team's swiss army knife.,84-78,Missed playoffs; began transition phase,,,,,,,,,,,,,,,,,,,,,
P003,16,2041,Jaedan,The Otaku,Red Sox,RF,,R,R,36,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,147,289,273,26,53,10,0.0,5,26,16,94,0,0,0.192,0.236,0.288,0.525,-1.5,0,0,0.0,0.0,0,62,0.0,0,0,0,0,0,0,0,0,0,0,116,5,10.0,0.92,0.0,,,Still flashing arm strength — 19 OF assists.,79-83,First losing season since 2026,,,,,,,,,,,,,,,,,,,,,
P003,17,2042,Jaedan,The Otaku,Red Sox,RF,,R,R,37,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,138,251,238,25,44,7,0.0,7,19,12,88,0,0,0.184,0.225,0.289,0.514,-1.3,0,0,0.0,0.0,0,59,0.0,0,0,0,0,0,0,0,0,0,0,100,7,12.0,0.895,0.0,,,Veteran utility role; 18 HR off the bench-ish role.,76-86,Rebuild — final season for several core veterans,,,,,,,,,,,,,,,,,,,,,
P003,18,2043,Jaedan,The Otaku,Red Sox,RF,,R,R,38,6'2,155,81,80,66,74,60,77,72,56,72,55,38,37,59,39,48,46,80,70,65,88,72,30,50.0,30.0,20.0,30.0,35.0,35.0,60.0,Middle/Middle-Up,Low Away,Tall Upright,"Outlier (arm),Showboat,Glamour Stats",One and Done,Bat flips guaranteed,144,232,224,24,40,8,0.0,0,16,8,88,0,0,0.179,0.207,0.214,0.421,-1.5,0,0,0.0,0.0,0,64,0.0,0,0,0,0,0,0,0,0,0,0,96,0,16.0,0.857,0.0,Retired;Final Season,,Farewell — retired the franchise's most positionally-flexible player.,72-90,Farewell year for the championship core — all 11 originals retired together,,,,,,,,,,,,,,,,,,,,,
P004,1,2026,Gui,Acid Chair,Red Sox,C,3B/1B,R,R,22,5'10,195,65,88,75,78,55,62,89,86,91,88,65,40,80,75,55,30,50,90,85,84,88,78,40.0,25.0,35.0,45.0,20.0,35.0,,High Inside FB,Balanced Square,"Pitch Whisperer,Defensive Wizard,Hot Head,Selective Hitter",Anime distractions/3x ejection rate,Knows too much about anime,0,134,539,459,57,126,26,0.0,11,53,77,70,17,7,0.257,0.381,0.403,0.784,5.4,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1240,74,2.0,0.998,22.0,All-Star,,Sub-rep OVR but elite framing earned a stunning 5.4 WAR rookie year.,75-87,Rebuilding year — finished 4th in AL East,,,,,,,,,,,,,,,,,,,,,
P004,2,2027,Gui,Acid Chair,Red Sox,C,3B/1B,R,R,22,5'10,195,89,88,73,79,48,60,89,86,89,88,63,37,79,72,53,33,46,87,83,81,86,78,40.0,25.0,35.0,45.0,20.0,35.0,,High Inside FB,Balanced Square,"Pitch Whisperer,Defensive Wizard,Hot Head,Selective Hitter",Anime distractions/3x ejection rate,Knows too much about anime,0,136,520,465,53,135,24,1.0,14,43,50,53,11,5,0.29,0.364,0.437,0.801,5.4,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1313,99,2.0,0.999,17.0,,,Massive ratings jump; .290/.364 plus Defensive Wizard play.,84-78,First winning season since 2023; missed Wild Card,,,,,,,,,,,,,,,,,,,,,
P004,3,2028,Gui,Acid Chair,Red Sox,C,3B/1B,R,R,22,5'10,195,89,88,76,81,46,64,88,82,88,88,62,35,79,72,53,33,46,87,83,81,86,78,40.0,25.0,35.0,45.0,20.0,35.0,,High Inside FB,Balanced Square,"Pitch Whisperer,Defensive Wizard,Hot Head,Selective Hitter",Anime distractions/3x ejection rate,Knows too much about anime,0,137,511,456,71,128,26,0.0,22,54,53,53,8,3,0.281,0.358,0.482,0.84,5.9,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1393,85,2.0,0.999,17.0,,,Established as a top two-way catcher (5.9 WAR).,92-70,AL East Division Title; lost in ALDS,,,,,,,,,,,,,,,,,,,,,
P004,4,2029,Gui,Acid Chair,Red Sox,C,3B/1B,R,R,22,5'10,195,89,88,76,81,46,64,88,82,88,88,62,35,79,72,53,33,46,87,83,81,86,78,40.0,25.0,35.0,45.0,20.0,35.0,,High Inside FB,Balanced Square,"Pitch Whisperer,Defensive Wizard,Hot Head,Selective Hitter",Anime distractions/3x ejection rate,Knows too much about anime,0,136,511,451,57,122,26,2.0,14,56,14,78,14,5,0.271,0.361,0.43,0.84,5.3,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1352,90,2.0,0.999,13.0,World Series,,First ring; another 5+ WAR season behind the dish.,98-64,AL Pennant; WORLD SERIES CHAMPIONS (1st),,,,,,,,,,,,,,,,,,,,,
P004,5,2030,Gui,Acid Chair,Red Sox,C,3B/1B,R,R,26,5'10,195,89,88,76,81,46,64,88,82,88,88,62,35,79,72,53,33,46,87,83,81,86,78,40.0,25.0,35.0,45.0,20.0,35.0,,High Inside FB,Balanced Square,"Pitch Whisperer,Defensive Wizard,Hot Head,Selective Hitter",Anime distractions/3x ejection rate,Knows too much about anime,0,143,545,485,68,137,28,1.0,20,62,60,60,9,4,0.282,0.361,0.466,0.827,5.7,0,0,0.0,0.0,0,130,0.0,0,0,0,0,0,0,0,0,0,0,1368,96,2.0,0.999,20.0,All-Star;Gold Glove C;Silver Slugger C,,First ring; 5.8 WAR catcher year — best framer in the league.,95-67,AL East Title; lost in ALCS,,,,,,,,,,,,,,,,,,,,,
P004,6,2031,Gui,Acid Chair,Red Sox,C,3B/1B,R,R,27,5'10,195,89,88,76,81,46,64,88,82,88,88,62,35,79,72,53,33,46,87,83,81,86,78,40.0,25.0,35.0,45.0,20.0,35.0,,High Inside FB,Balanced Square,"Pitch Whisperer,Defensive Wizard,Hot Head,Selective Hitter",Anime distractions/3x ejection rate,Knows too much about anime,0,138,530,468,69,136,27,1.9,20,67,61,54,8,3,0.291,0.372,0.491,0.863,6.0,0,0,0.0,0.0,0,130,0.0,0,0,0,0,0,0,0,0,0,0,1335,96,2.0,0.999,20.0,All-Star;Gold Glove C;Platinum Glove,,Won MVP at catcher — historic 8.0 WAR season.,96-66,AL East Title; lost in ALDS,,,,,,,,,,,,,,,,,,,,,
P004,7,2032,Gui,Acid Chair,Red Sox,C,3B/1B,R,R,28,5'10,195,89,88,76,81,46,64,88,82,88,88,62,35,79,72,53,33,46,87,83,81,86,78,40.0,25.0,35.0,45.0,20.0,35.0,,High Inside FB,Balanced Square,"Pitch Whisperer,Defensive Wizard,Hot Head,Selective Hitter",Anime distractions/3x ejection rate,Knows too much about anime,0,134,520,458,74,137,28,1.9,23,74,62,49,7,2,0.299,0.383,0.518,0.9,6.8,0,0,0.0,0.0,0,130,0.0,0,0,0,0,0,0,0,0,0,0,1300,98,1.0,1.0,22.0,World Series;World Series MVP;All-Star;Gold Glove C;Silver Slugger C;Platinum Glove,,Second ring; another 6+ WAR season behind the plate.,102-60,AL Pennant; WORLD SERIES CHAMPIONS (2nd); 100-win season,,,,,,,,,,,,,,,,,,,,,
P004,8,2033,Gui,Acid Chair,Red Sox,C,3B/1B,R,R,29,5'10,195,89,88,76,81,46,64,88,82,88,88,62,35,79,72,53,33,46,87,83,81,86,78,40.0,25.0,35.0,45.0,20.0,35.0,,High Inside FB,Balanced Square,"Pitch Whisperer,Defensive Wizard,Hot Head,Selective Hitter",Anime distractions/3x ejection rate,Knows too much about anime,0,133,532,466,76,140,29,0.9,22,71,66,48,6,2,0.302,0.389,0.51,0.899,6.7,0,0,0.0,0.0,0,130,0.0,0,0,0,0,0,0,0,0,0,0,1321,103,1.0,1.0,22.0,All-Star;Gold Glove C;Silver Slugger C;Platinum Glove,,"Triple defensive crown — Gold Glove, Platinum Glove, Fielding Bible.",104-58,Set franchise record for runs scored (912),,,,,,,,,,,,,,,,,,,,,
P004,9,2034,Gui,Acid Chair,Red Sox,C,3B/1B,R,R,30,5'10,195,89,88,76,81,46,64,88,82,88,88,62,35,79,72,53,33,46,87,83,81,86,78,40.0,25.0,35.0,45.0,20.0,35.0,,High Inside FB,Balanced Square,"Pitch Whisperer,Defensive Wizard,Hot Head,Selective Hitter",Anime distractions/3x ejection rate,Knows too much about anime,0,139,554,486,78,146,30,1.0,23,74,69,53,6,2,0.301,0.387,0.504,0.891,6.6,0,0,0.0,0.0,0,130,0.0,0,0,0,0,0,0,0,0,0,0,1392,107,1.0,1.0,23.0,All-Star;Gold Glove C;Silver Slugger C;Platinum Glove,,Third ring; first 20-HR year as a catcher.,108-54,Franchise record 108 wins; lost in ALCS,,,,,,,,,,,,,,,,,,,,,
P004,10,2035,Gui,Acid Chair,Red Sox,C,3B/1B,R,R,31,5'10,195,89,88,76,81,46,64,88,82,88,88,62,35,79,72,53,33,46,87,83,81,86,78,40.0,25.0,35.0,45.0,20.0,35.0,,High Inside FB,Balanced Square,"Pitch Whisperer,Defensive Wizard,Hot Head,Selective Hitter",Anime distractions/3x ejection rate,Knows too much about anime,0,141,568,495,83,154,33,2.1,25,78,72,52,5,2,0.31,0.398,0.536,0.933,7.0,0,0,0.0,0.0,0,131,0.0,0,0,0,0,0,0,0,0,0,0,1447,114,1.0,1.0,25.0,World Series;World Series MVP;All-Star;Gold Glove C;Silver Slugger C;Platinum Glove,,Caught 142 games — unheard of workload for a catcher.,111-51,AL Pennant; WORLD SERIES CHAMPIONS (3rd); franchise record 111 wins,,,,,,,,,,,,,,,,,,,,,
P004,11,2036,Gui,Acid Chair,Red Sox,C,3B/1B,R,R,32,5'10,195,89,88,76,81,46,64,88,82,88,88,62,35,79,72,53,33,46,87,83,81,86,78,40.0,25.0,35.0,45.0,20.0,35.0,,High Inside FB,Balanced Square,"Pitch Whisperer,Defensive Wizard,Hot Head,Selective Hitter",Anime distractions/3x ejection rate,Knows too much about anime,0,134,532,468,72,138,28,1.0,21,70,64,54,5,2,0.295,0.38,0.494,0.873,6.4,0,0,0.0,0.0,0,130,0.0,0,0,0,0,0,0,0,0,0,0,1370,102,2.0,0.999,22.0,All-Star;Gold Glove C;Silver Slugger C,,Won his second MVP — best pitch-framing year of all time.,99-63,"Set franchise pitching strikeout record (1,654); lost in ALCS",,,,,,,,,,,,,,,,,,,,,
P004,12,2037,Gui,Acid Chair,Red Sox,C,3B/1B,R,R,33,5'10,195,89,88,76,81,46,64,88,82,88,88,62,35,79,72,53,33,46,87,83,81,86,78,40.0,25.0,35.0,45.0,20.0,35.0,,High Inside FB,Balanced Square,"Pitch Whisperer,Defensive Wizard,Hot Head,Selective Hitter",Anime distractions/3x ejection rate,Knows too much about anime,0,139,545,480,71,135,26,1.1,20,70,66,61,4,2,0.281,0.367,0.462,0.828,6.0,0,0,0.0,0.0,0,130,0.0,0,0,0,0,0,0,0,0,0,0,1456,104,2.0,0.999,23.0,All-Star;Gold Glove C;Platinum Glove,MLB Career Record: Most Putouts by a Catcher,Fourth ring; first 30-HR season as a catcher.,95-67,AL East Title; lost in ALDS,,,,,,,,,,,,,,,,,,,,,
P004,13,2038,Gui,Acid Chair,Red Sox,C,3B/1B,R,R,34,5'10,195,89,88,76,81,46,64,88,82,88,88,62,35,79,72,53,33,46,87,83,81,86,78,40.0,25.0,35.0,45.0,20.0,35.0,,High Inside FB,Balanced Square,"Pitch Whisperer,Defensive Wizard,Hot Head,Selective Hitter",Anime distractions/3x ejection rate,Knows too much about anime,0,135,520,459,66,124,24,1.1,16,63,61,66,4,1,0.27,0.355,0.429,0.784,5.2,0,0,0.0,0.0,0,130,0.0,0,0,0,0,0,0,0,0,0,0,1440,99,4.0,0.998,21.0,World Series;All-Star;Gold Glove C,,8th straight All-Star — most by a catcher.,101-61,AL Pennant; WORLD SERIES CHAMPIONS (4th); end of dynasty core era,,,,,,,,,,,,,,,,,,,,,
P004,14,2039,Gui,Acid Chair,Red Sox,C,3B/1B,R,R,35,5'10,195,89,88,76,81,46,64,88,82,88,88,62,35,79,72,53,33,46,87,83,81,86,78,40.0,25.0,35.0,45.0,20.0,35.0,,High Inside FB,Balanced Square,"Pitch Whisperer,Defensive Wizard,Hot Head,Selective Hitter",Anime distractions/3x ejection rate,Knows too much about anime,0,144,542,480,64,123,24,0.0,14,61,61,75,3,1,0.256,0.34,0.397,0.737,4.2,0,0,0.0,0.0,0,113,0.0,0,0,0,0,0,0,0,0,0,0,1573,104,5.0,0.997,22.0,Gold Glove C,,Set the career putouts record by a catcher.,88-74,Missed playoffs for first time since 2027,,,,,,,,,,,,,,,,,,,,,
